Dates,Product_05
30/04/2024,4492.613555757838
31/05/2024,7894.8130268052655
30/06/2024,3402.3798244257628
31/07/2024,5750.418601554801
31/08/2024,6007.392060124298
30/09/2024,3537.531852938222
31/10/2024,4142.612344897601
30/11/2024,6367.1594580410065
31/12/2024,4505.202437956106
31/01/2025,5260.003684678588
28/02/2025,7080.14082154499
31/03/2025,5531.961932017732
