Dates,Product_04
30/04/2024,3494.0399442378584
31/05/2024,5838.728283148691
30/06/2024,8612.010636479365
31/07/2024,6919.679664119375
31/08/2024,7499.925575713878
30/09/2024,7675.095650095082
31/10/2024,5349.947827805812
30/11/2024,8238.758233621102
31/12/2024,6367.368825342461
31/01/2025,6387.8489483721205
28/02/2025,8432.415877819429
31/03/2025,3826.4099777165147
