Dates,Product_03
30/04/2024,7001.202660001121
31/05/2024,4838.054812367995
30/06/2024,3471.0452287922394
31/07/2024,2556.290928601654
31/08/2024,3244.3608968667713
30/09/2024,2458.073155363266
31/10/2024,251.6086530212956
30/11/2024,3159.2167142937333
31/12/2024,3543.6413873860342
31/01/2025,3968.932575271853
28/02/2025,1863.7290025004713
31/03/2025,2343.782315694334
