Dates,Product_02
30/04/2024,4470.37964977758
31/05/2024,5722.708052577458
30/06/2024,7591.053727431032
31/07/2024,3134.8509059472854
31/08/2024,2343.287094193509
30/09/2024,8046.736271792597
31/10/2024,4132.797544953986
30/11/2024,4327.2535826052435
31/12/2024,5043.323367100365
31/01/2025,5278.994609783377
28/02/2025,7199.03304179536
31/03/2025,4864.18047636074
