Dates,Product_01
30/04/2024,2018.441772390243
31/05/2024,6792.610945733448
30/06/2024,6757.828383405176
31/07/2024,6197.8691181846425
31/08/2024,2931.7605652302645
30/09/2024,6070.9443007780155
31/10/2024,3947.172850699857
30/11/2024,3814.956454681602
31/12/2024,4377.070633838034
31/01/2025,3841.8358028617386
28/02/2025,6554.442287040346
31/03/2025,3596.428585304411
